web-scraper-order,web-scraper-start-url,topics,topics-href,course,course-href,course_institution,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,course_transcript_language,course_level,verified_price,audit_price
"1633026593-3229","https://www.edx.org/learn","Artificial Intelligence","https://www.edx.org/learn/artificial-intelligence","AI for Everyone: Master
the Basics…Schools and Partners: IBM…Course","https://www.edx.org/course/artificial-intelligence-for-everyone","IBM Logo","AI for Everyone: Master the Basics","Learn what Artificial Intelligence (AI) is by understanding its applications and key concepts including machine learning, deep learning and neural networks.","Estimated 4 weeks","1–2 hours per week","Self-paced","Video Transcript:","Associated programs:Professional Certificate in Foundations of AIProfessional Certificate in Essential Technologies for BusinessProfessional Certificate in Applied AI","Level:  Introductory","MX$2,028","Free"
"1633025670-2888","https://www.edx.org/learn","Anatomy","https://www.edx.org/learn/anatomy","Advanced Cardiac
Imaging: Cardiac
Magnetic Resonance (C……Schools and Partners: HKUx…Course","https://www.edx.org/course/advanced-cardiac-imaging-cardiac-magnetic-resonance-cmr","University of Hong Kong Logo","Advanced Cardiac Imaging: Cardiac Magnetic Resonance (CMR)","​First ever cardiac magnetic resonance (CMR) MOOC! Learn the CMR essentials through short videos, downloadable cases, and web forums. Available in multiple languages, qualified learners can also obtain SCMR level 1 certification.","Estimated 5 weeks","2–3 hours per week","Self-paced","Language:","Video Transcripts:  English, 中文, 中文","Level:  Introductory","MX$3,052","Free"
"1633025220-2741","https://www.edx.org/learn","Writing","https://www.edx.org/learn/writing","Academic writing for
clarity and meaning…Schools and Partners: WitsX…Course","https://www.edx.org/course/academic-writing-for-clarity-and-meaning-2","Wits University Logo","Academic writing for clarity and meaning","null","Estimated 2 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633028503-3835","https://www.edx.org/learn","Marketing Strategy","https://www.edx.org/learn/marketing-strategy","Enterprise Selling…Schools and Partners: QueensX…Course","https://www.edx.org/course/enterprise-selling","Queen’s University Logo","Enterprise Selling","Learn essential concepts to align marketing and sales strategies, find and qualify customers, and conduct sales conversations.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633027729-3612","https://www.edx.org/learn","R Programming","https://www.edx.org/learn/r-programming","R Programming Basics for
Data Science…Schools and Partners: IBM…Course","https://www.edx.org/course/r-programming-basics-for-data-science","IBM Logo","R Programming Basics for Data Science","This course introduces you to R language fundamentals and covers common data structures, programming techniques, and how to manipulate data all with the help of the R programming language.","Estimated 5 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,028","Free"
"1633023940-2255","https://www.edx.org/learn","Abnormal Psychology","https://www.edx.org/learn/abnormal-psychology","Abnormal Psychology…Schools and Partners: DoaneX…Course","https://www.edx.org/course/abnormal-psychology-2","Doane University Logo","Abnormal Psychology","A study of abnormal human behaviors within the diversity of human behavior.","Estimated 8 weeks","8–12 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,028","Free"
"1633026761-3283","https://www.edx.org/learn","Technology","https://www.edx.org/learn/technology","Star Trek: Inspiring
Culture and Technology III…Schools and Partners: SmithsonianX…Course","https://www.edx.org/course/star-trek-inspiring-culture-and-technology-iii-2","The Smithsonian Institution Logo","Star Trek: Inspiring Culture and Technology III","Explorehow Star Trek inspires reflection on our own history, humanity, and place in the universe.","Estimated 5 weeks","1–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$819","Free"
"1633026899-3334","https://www.edx.org/learn","Industrial Design","https://www.edx.org/learn/industrial-design","Customer-Centric
Innovation…Schools and Partners: RWTHx…Course","https://www.edx.org/course/customer-centric-innovation","RWTH Aachen University Logo","Customer-Centric Innovation","Learn to take on competition by creating successful and innovative ideas for your business through a thorough understanding of your customers’ needs.","Estimated 6 weeks","6–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$4,076","Free"
"1633028507-3837","https://www.edx.org/learn","Marketing Strategy","https://www.edx.org/learn/marketing-strategy","Product Management
Fundamentals…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/product-management-fundamentals","The University of Maryland, College Park Logo","Product Management Fundamentals","Understand the keys to successfully navigating the roles and responsibilities of being a product manager to champion change with internal and external collaborators and influencers","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633025851-2944","https://www.edx.org/learn","Waste Management","https://www.edx.org/learn/waste-management","Sustainability & Major
Sport Events…Schools and Partners: HBKUx…Professional Certificate 2 Courses","https://www.edx.org/professional-certificate/hbkux-sustainability-and-major-sport-events","null","null","null","null","null","null","null","null","Develop a strategy and action plan for a sustainable major sport event","null","null"
"1633026961-3354","https://www.edx.org/learn","Digital Transformation","https://www.edx.org/learn/digital-transformation","Desarrollo y gestión de
proyectos informáticos…Schools and Partners: UAMx…Professional Certificate 2 Courses","https://www.edx.org/professional-certificate/uamx-desarrollo-y-gestion-de-proyectos-informaticos","null","null","null","null","null","null","null","null","Cinco empleos relacionados con software están dentro del ranking de los 20 mejores trabajos del mundo teniendo en cuenta salario, perspectivas de crecimiento, nivel de estrés y entorno laboral. (Fuente: Blog de economía y finanzas Bankinter, 2020).","null","null"
"1633026026-3011","https://www.edx.org/learn","GIS Geographic Information Systems","https://www.edx.org/learn/gis-geographic-information-systems","UAS-Based Mapping:
Laser Mapping…Schools and Partners: PurdueX…Course","https://www.edx.org/course/uas-based-mapping-laser-scanning","Purdue University Logo","UAS-Based Mapping: Laser Mapping","Learn the fundamentals of UAS-based mapping from laser scanning systems with emphasis on point positioning, system calibration, and quality control of derived point clouds/products.","Estimated 6 weeks","4–6 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$15,363","Free"
"1633024224-2364","https://www.edx.org/learn","Biology","https://www.edx.org/learn/biology","Biochemistry:
Biomolecules, Methods,
and Mechanisms…Schools and Partners: MITx…Course","https://www.edx.org/course/biochemistry-biomolecules-methods-and-mechanisms","Massachusetts Institute of Technology Logo","Biochemistry: Biomolecules, Methods, and Mechanisms","Enhance your scientific thinking and data analysis skills with this in-depth adventure through biochemistry.","Estimated 11 weeks","3–6 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$3,073","Free"
"1633024872-2616","https://www.edx.org/learn","Insurance","https://www.edx.org/learn/insurance","Planning for Risk and
Retirement…Schools and Partners: IUx…Course","https://www.edx.org/course/planning-for-risk-and-retirement","Indiana University Logo","Planning for Risk and Retirement","Learn to assess your tolerance for risk, evaluate investment products, and develop an investment mindset. This course prepares you to compare insurance policies, calculate your need for retirement income, and includes a step-by-step workshop on retirement planning.","Estimated 4 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633027545-3554","https://www.edx.org/learn","Human Robot Interaction","https://www.edx.org/learn/human-robot-interaction","Methods and Application
in Human-Robot
Interaction…Schools and Partners: UCx…Course","https://www.edx.org/course/methods-and-application-in-human-robot-interaction","University of Canterbury Logo","Methods and Application in Human-Robot Interaction","Explore the two interaction modalities between humans and robots: verbal and emotional. Learn how to setup a study to evaluate the quality of the interaction from both, the robot’s and the human’s perspectives. Discover application areas for robots and what their role in the future society might be.","Estimated 7 weeks","5–10 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$5,101","Free"
"1633026419-3162","https://www.edx.org/learn","Computer Programming","https://www.edx.org/learn/computer-programming","Programming Basics…Schools and Partners: IITBombayX…Course","https://www.edx.org/course/programming-basics","IITBombay Logo","Programming Basics","Learn basic computer programming skills and master the art of writing C/C++ programs to solve real world problems.","Estimated 9 weeks","6–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633024666-2541","https://www.edx.org/learn","Calculus","https://www.edx.org/learn/calculus","Multivariable Calculus 1:
Vectors and Derivatives…Schools and Partners: MITx…Course","https://www.edx.org/course/multivariable-calculus-1-vectors-and-derivatives","Massachusetts Institute of Technology Logo","Multivariable Calculus 1: Vectors and Derivatives","We live in a multivariable world. Explore the derivative in higher dimensions and learn how to apply it to solve real world problems. Part 1 of 3.","Estimated 13 weeks","4–6 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,048","Free"
"1633029311-4039","https://www.edx.org/learn","Shakespeare","https://www.edx.org/learn/shakespeare","Shakespeare's Hamlet:
The Ghost…Schools and Partners: HarvardX…Course","https://www.edx.org/course/shakespeares-hamlet-the-ghost","Harvard University Logo","Shakespeare's Hamlet: The Ghost","Explore the haunting figure at the heart of one of William Shakespeare’s most famous plays.","Estimated 4 weeks","5–7 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,028","Free"
"1633027611-3572","https://www.edx.org/learn","T-SQL","https://www.edx.org/learn/t-sql","SQL for Data Science…Schools and Partners: IBM…Course","https://www.edx.org/course/sql-for-data-science","IBM Logo","SQL for Data Science","Learn how to use and apply the powerful language of SQL to better communicate and extract data from databases - a must for anyone working in the data science field.","Estimated 4 weeks","2–4 hours per week","Self-paced","Video Transcript:","Associated programs:Professional Certificate in Data Science FoundationsProfessional Certificate in Data Engineering FundamentalsProfessional Certificate in IBM Data ScienceProfessional Certificate in Data Analyst","Level:  Introductory","MX$2,028","Free"
"1633027513-3544","https://www.edx.org/learn","User Experience (UX)","https://www.edx.org/learn/user-experience-ux","UX Management…Schools and Partners: HECMontrealX…Course","https://www.edx.org/course/ux-management","HEC Montréal Logo","UX Management","Be a UX advocate! Lead the gamut of user-centered design activities, while sharing knowledge and ensuring rich collaboration with all stakeholders across the project.","Estimated 6 weeks","6–9 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$6,125","Free"
"1633024452-2453","https://www.edx.org/learn","Engineering","https://www.edx.org/learn/engineering","Engineering Project
Management: Project
Financing…Schools and Partners: DelftX…Professional Certificate 2 Courses","https://www.edx.org/professional-certificate/delftx-management-and-financing-of-engineering-projects","null","null","null","null","null","null","null","null","null","null","null"
"1633023949-2258","https://www.edx.org/learn","Space","https://www.edx.org/learn/space","The Radio Sky I: Science
and Observations…Schools and Partners: EPFLx…Course","https://www.edx.org/course/radio-sky-1","École polytechnique fédérale de Lausanne Logo","The Radio Sky I: Science and Observations","Be captivated by the exotic objects that populate the Radio Sky and gain a solid understanding of their physics and the fundamental techniques we use to observe them.","Estimated 7 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,765","Free"
"1633024721-2561","https://www.edx.org/learn","Greek Heroes","https://www.edx.org/learn/greek-heroes","The Rise of Superheroes
and Their Impact On Pop
Culture…Schools and Partners: SmithsonianX…Course","https://www.edx.org/course/the-rise-of-superheroes-and-their-impact-on-pop-cu","The Smithsonian Institution Logo","The Rise of Superheroes and Their Impact On Pop Culture","EXCLUSIVE! When you complete a verified certificate in this course, you will receive digital artwork from a current comic book artist.","Estimated 6 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,024","Free"
"1633023649-2135","https://www.edx.org/learn","Education","https://www.edx.org/learn/education","How You Say It Matters: A
Toolkit for Improving
Communications About……Schools and Partners: StanfordOnline…Course","https://www.edx.org/course/communicating-about-academic-probation-a-toolkit-for-college-administrators","Stanford University Logo","How You Say It Matters: A Toolkit for Improving Communications About Academic Standing","Do you want to help your students experiencing academic difficulty feel motivated, not crushed? Learn our approach to “psychologically attuned” communications about academic standing. Watch the course introductory video on YouTube.","Estimated 3 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","null","null"
"1633027938-3670","https://www.edx.org/learn","Analytics","https://www.edx.org/learn/analytics","Marketing in a Digital
World…Schools and Partners: CurtinX…MicroMasters® Program 5 Courses","https://www.edx.org/micromasters/curtinx-marketing-in-a-digital-world","null","null","null","null","null","null","null","null","This program is designed to accelerate the careers of Marketers, Digital Marketers and Communication Professionals.","null","null"
"1633026405-3156","https://www.edx.org/learn","Computer Programming","https://www.edx.org/learn/computer-programming","Introduction to Python
Programming…Schools and Partners: GTx…Professional Certificate 4 Courses","https://www.edx.org/professional-certificate/introduction-to-python-programming","null","null","null","null","null","null","null","null","The average Python developer salary in the US is $116,379 (Source: Gooroo) with entry-level Python programmers starting at $80,499 (Source: Ziprecruiter).","null","null"
"1633023663-2141","https://www.edx.org/learn","Education","https://www.edx.org/learn/education","Service-Learning
Pedagogy and Practice…Schools and Partners: HKPolyUx…Course","https://www.edx.org/course/service-learning-pedagogy-and-practice","The Hong Kong Polytechnic University Logo","Service-Learning Pedagogy and Practice","This course aims to introduce you as teachers to the concept of service-learning, and to equip you with the pedagogical knowledge and skills required for planning and implementing a service-learning programme for your students.","Estimated 4 weeks","3–5 hours per week","Instructor-paced","Language:","Video Transcripts:  English, 中文","Level:  Introductory","MX$2,028","Free"
"1633025948-2982","https://www.edx.org/learn","Sustainable Development","https://www.edx.org/learn/sustainable-development","How to Achieve the
Sustainable Development
Goals…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/how-to-achieve-the-sustainable-development-goals","SDG Academy Logo","How to Achieve the Sustainable Development Goals","The world has adopted an ambitious agenda, the Sustainable Development Goals, to end poverty, protect the planet, and ensure prosperity for all. Learn how we can achieve these goals through careful planning and engagement of diverse stakeholders.","Estimated 7 weeks","4–6 hours per week","Self-paced","Language:","Video Transcripts:  English, هاس ملايو‎, Русский","Level:  Intermediate","MX$1,004","Free"
"1633025400-2800","https://www.edx.org/learn","European Studies","https://www.edx.org/learn/europe","Euro Noir: Cultural
Identity in European
Popular Crime Narratives…Schools and Partners: KULeuvenX…Course","https://www.edx.org/course/euro-noir-transcultural-identities-in-european-popular-crime-narratives","KU Leuven Logo","Euro Noir: Cultural Identity in European Popular Crime Narratives","Learn how crime novels, films and television dramas can help investigate European cultural identity.","Estimated 10 weeks","4–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,004","Free"
"1633026033-3014","https://www.edx.org/learn","GIS Geographic Information Systems","https://www.edx.org/learn/gis-geographic-information-systems","Performative Modelling…Schools and Partners: NUS…Course","https://www.edx.org/course/performative-modelling","The National University of Singapore Logo","Performative Modelling","This course focuses on evaluating alternative spatial models to support evidence-based decision making. You will learn methods for calculating various spatial performance metrics related to the built environment. You will use these performance metrics to carry out comparative analysis of design options. By the end of the course, you will be able to create scripts that automate the process of generating and analysing alternative design options.","Estimated 5 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$3,052","Free"
"1633027754-3621","https://www.edx.org/learn","Predictive Analytics","https://www.edx.org/learn/predictive-analytics","Predictive Analytics using
Machine Learning…Schools and Partners: EdinburghX…Course","https://www.edx.org/course/predictive-analytics-using-machine-learning","The University of Edinburgh Logo","Predictive Analytics using Machine Learning","Learn how to build predictive models using machine learning.","Estimated 6 weeks","8–10 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$6,145","Free"
"1633024585-2507","https://www.edx.org/learn","Data Analysis","https://www.edx.org/learn/data-analysis","Statistical Learning…Schools and Partners: StanfordOnline…Course","https://www.edx.org/course/statistical-learning","Stanford University Logo","Statistical Learning","Learn some of the main tools used in statistical modeling and data science. We cover both traditional as well as exciting new methods, and how to use them in R.","Estimated 9 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633023888-2237","https://www.edx.org/learn","Economics","https://www.edx.org/learn/economics","China’s Unique Hybrid
Economy…Schools and Partners: Enodo…Course","https://www.edx.org/course/chinas-unique-hybrid-economy-a-deep-dive","Enodo Economics Logo","China’s Unique Hybrid Economy","You will learn how to analyse China’s one-of-a-kind economy, what the key characteristics of China’s development model are and how its policy levers – monetary, fiscal and regulatory – work.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","null","null"
"1633025807-2928","https://www.edx.org/learn","Business Ethics","https://www.edx.org/learn/business-ethics","Leaders in Global
Development…Schools and Partners: UQx…Course","https://www.edx.org/course/leaders-in-global-development-5","The University of Queensland Logo","Leaders in Global Development","Learn key leadership skills, concepts and theories needed to be a successful leader in development.","Estimated 10 weeks","9–12 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$7,681","Free"
"1633024261-2380","https://www.edx.org/learn","Biology","https://www.edx.org/learn/biology","Evolution of the Human
Sociality: A Quest for the
Origin of Our Social Beh……Schools and Partners: KyotoUx…Course","https://www.edx.org/course/evolution-of-the-human-sociality","Kyoto University Logo","Evolution of the Human Sociality: A Quest for the Origin of Our Social Behavior","Learn about the origins of human beings and primatology, the scientific study of primates.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633028434-3812","https://www.edx.org/learn","Public Speaking","https://www.edx.org/learn/public-speaking","Framing Your
Communication to Inspire
and Convince…Schools and Partners: DelftX…Course","https://www.edx.org/course/communicating-effectively-how-to-inspire-and-con-2","Delft University of Technology Logo","Framing Your Communication to Inspire and Convince","Discover how to gain support from management and motivate your teams by learning how to communicate effectively and strategically.","Estimated 5 weeks","4–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,560","Free"
"1633024102-2319","https://www.edx.org/learn","Mechanics","https://www.edx.org/learn/mechanics","Modeling and Simulation
of Multibody Systems -
Part I…Schools and Partners: LouvainX…Course","https://www.edx.org/course/modeling-and-simulation-of-multibody-systems-part-i","Université catholique de Louvain Logo","Modeling and Simulation of Multibody Systems - Part I","Vehicles, bicycles, cranes, human body and robots are multibody systems. Learn how to model them and compute their kinematic and dynamic characteristics, such as velocities, accelerations and forces.","Estimated 14 weeks","10–11 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$2,847","Free"
"1633026742-3277","https://www.edx.org/learn","Urban Planning","https://www.edx.org/learn/urban-planning","What do Architects and
Urban Planners do?…Schools and Partners: WitsX…Course","https://www.edx.org/course/what-do-architects-and-urban-planners-do","Wits University Logo","What do Architects and Urban Planners do?","Discover how spatial design professionals make a difference in society","Estimated 3 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633027761-3622","https://www.edx.org/learn","pandas","https://www.edx.org/learn/pandas","Introduction to Scientific
Machine Learning…Schools and Partners: PurdueX…Course","https://www.edx.org/course/introduction-to-machine-learning-2","Purdue University Logo","Introduction to Scientific Machine Learning","Learn the basics of machine learning with hands-on practical examples on engineering applications.","Estimated 17 weeks","6–7 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$46,089","Free"
"1633028729-3899","https://www.edx.org/learn","Starting a Business","https://www.edx.org/learn/starting-business","Business Model
Innovation…Schools and Partners: DelftX…Professional Certificate 4 Courses","https://www.edx.org/professional-certificate/delftx-business-model-innovation","null","null","null","null","null","null","null","null","Innovation and entrepreneurship: Entrepreneurs in innovation-driven economies are considerably more innovative, with a third regarding their products as new to the market. (Source: Global Entrepreneurship Monitor (GEM) 2017/18 Global Report)","null","null"
"1633027197-3437","https://www.edx.org/learn","Stocks","https://www.edx.org/learn/stocks","Foundations of Modern
Finance  I…Schools and Partners: MITx…Course","https://www.edx.org/course/foundations-of-modern-finance-i","Massachusetts Institute of Technology Logo","Foundations of Modern Finance  I","A mathematically rigorous framework to understand financial markets delivered with data-driven insights from MIT professors.","Estimated 12 weeks","10–14 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$9,218","Free"
"1633025391-2797","https://www.edx.org/learn","Imperial China","https://www.edx.org/learn/imperial-china","New Horizons in Chinese
Philosophy |
中国哲学新视野…Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/new-horizons-in-chinese-philosophyzhong-guo-zhe-xu","Tsinghua University Logo","New Horizons in Chinese Philosophy | 中国哲学新视野","This course is an introduction to classical Chinese thoughts advanced by Confucius, Mozi, Laozi, Zhuangzi, Mencius, Xunzi, Hanfeizi and other legalist thinkers. It is designed for those who are interested in philosophy and curious about Chinese culture.","Estimated 14 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,847","Free"
"1633026724-3269","https://www.edx.org/learn","Urban Planning","https://www.edx.org/learn/urban-planning","Fundamentals of Building
Information Modeling…Schools and Partners: PurdueX…Course","https://www.edx.org/course/fundamentals-of-building-information-modeling","Purdue University Logo","Fundamentals of Building Information Modeling","Learn the fundamentals of building information modeling (BIM), including object-oriented modeling, parametric modeling, and central database.","Estimated 5 weeks","6–9 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$15,363","Free"
"1633024376-2425","https://www.edx.org/learn","Matrix Math","https://www.edx.org/learn/matrix-math","Introduction to Linear
Models and Matrix
Algebra…Schools and Partners: HarvardX…Course","https://www.edx.org/course/introduction-to-linear-models-and-matrix-algebra","Harvard University Logo","Introduction to Linear Models and Matrix Algebra","Learn to use R programming to apply linear models to analyze data in life sciences.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$3,052","Free"
"1633028165-3739","https://www.edx.org/learn","Hyperledger","https://www.edx.org/learn/hyperledger","Developing
Blockchain-Based
Identity Applications…Schools and Partners: LinuxFoundationX…Professional Certificate 2 Courses","https://www.edx.org/professional-certificate/linuxfoundationx-developing-blockchain-based-identity-applications","null","null","null","null","null","null","null","null","Learners will be able to create production-ready applications with Hyperledger Aries.","null","null"
"1633025610-2870","https://www.edx.org/learn","Life Skills","https://www.edx.org/learn/life-skills","Finance for Everyone:
Smart Tools for
Decision-Making…Schools and Partners: MichiganX…Course","https://www.edx.org/course/finance-for-everyone-smart-tools-for-decision-ma-2","The University of Michigan Logo","Finance for Everyone: Smart Tools for Decision-Making","In this introduction to finance course from Michigan learn to apply frameworks and smart tools for understanding and making everyday financial decisions.","Estimated 6 weeks","5–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633028719-3895","https://www.edx.org/learn","Starting a Business","https://www.edx.org/learn/starting-business","Business Principles and
Entrepreneurial Thought…Schools and Partners: BabsonX…XSeries Program 6 Courses","https://www.edx.org/xseries/business-principles-entrepreneurial-thought","null","null","null","null","null","null","null","null","null","null","null"
"1633026674-3252","https://www.edx.org/learn","Electric Cars","https://www.edx.org/learn/electric-cars","Electric
Cars: Introduction…Schools and Partners: DelftX…Course","https://www.edx.org/course/electric-cars-introduction","Delft University of Technology Logo","Electric Cars: Introduction","Get a basic understanding of electric cars and learn about leading technologies, development of profitable business models and effective policies.","Estimated 4 weeks","4–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,028","Free"
"1633027445-3522","https://www.edx.org/learn","Business Administration","https://www.edx.org/learn/business-administration","MBA Core Curriculum…Schools and Partners: UMD, USMx…MicroMasters® Program 7 Courses","https://www.edx.org/micromasters/USMx-UMD-MBA-Core-Curriculum","null","null","null","null","null","null","null","null","Longer term career prospects include all roles in the C-Suite, across all functional areas (CEO, CFO, CIO, CMO).","null","null"
"1633025177-2726","https://www.edx.org/learn","ESL (English as a second language)","https://www.edx.org/learn/esl-english-as-a-second-language","Using Email for
Networking in English…Schools and Partners: UWashingtonX…Course","https://www.edx.org/course/using-email-for-networking-in-english","University of Washington Logo","Using Email for Networking in English","Improve your writing skills. Write effective emails including great subject lines, greetings, and closings. You’ll be more confident as you communicate for business, send messages, expand your network, and search for jobs in English.","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633026044-3019","https://www.edx.org/learn","GIS Geographic Information Systems","https://www.edx.org/learn/gis-geographic-information-systems","Strengthening Geospatial
Information Management:
Using the Integrated Ge……Schools and Partners: WBGx…Course","https://www.edx.org/course/strengthening-geospatial-information-management-using-the-integrated-geospatial-information-framework","World Bank Group Logo","Strengthening Geospatial Information Management: Using the Integrated Geospatial Information Framework","This course is based on the World Bank’s “Strengthening Geospatial Information Management: Using the Integrated Geospatial Information Framework”. This course introduces the Integrated Geospatial Information Framework (IGIF), which guides countries to strengthen their arrangements in geospatial information management.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$102","Free"
"1633026046-3020","https://www.edx.org/learn","GIS Geographic Information Systems","https://www.edx.org/learn/gis-geographic-information-systems","Remote Sensing of
Wildfires…Schools and Partners: AlaskaX…Course","https://www.edx.org/course/remote-sensing-of-wildfires","University of Alaska Fairbanks Logo","Remote Sensing of Wildfires","Learn how satellite imagery and the science of remote sensing allows us to detect wildfires, help manage their spread, and guide ecological restoration.","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:","Video Transcripts:  English, Español","Level:  Introductory","MX$2,847","Free"
"1633023397-2034","https://www.edx.org/learn","Psychology","https://www.edx.org/learn/psychology","The Science of Happiness…Schools and Partners: BerkeleyX…Course","https://www.edx.org/course/the-science-of-happiness-3","University of California, Berkeley Logo","The Science of Happiness","The first MOOC to teach positive psychology. Learn science-based principles and practices for a happy, meaningful life.","Estimated 11 weeks","4–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,462","Free"
"1633027559-3557","https://www.edx.org/learn","Gamification","https://www.edx.org/learn/gamification","Introduction to Marketing…Schools and Partners: EdinburghX…Course","https://www.edx.org/course/introduction-to-marketing-5","The University of Edinburgh Logo","Introduction to Marketing","An introduction to the role of marketing in a competitive marketplace.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633024470-2461","https://www.edx.org/learn","Engineering","https://www.edx.org/learn/engineering","CS50's Introduction to
Computer Science…Schools and Partners: HarvardX…Course","https://www.edx.org/course/introduction-computer-science-harvardx-cs50x","Harvard University Logo","CS50's Introduction to Computer Science","An introduction to the intellectual enterprises of computer science and the art of programming.","Estimated 12 weeks","6–18 hours per week","Self-paced","Video Transcript:","Associated programs:Professional Certificate in Computer Science for Game DevelopmentProfessional Certificate in Computer Science and Mobile AppsProfessional Certificate in Computer Science for Web ProgrammingProfessional Certificate in Computer Science for Artificial IntelligenceXSeries in CS50's AP® Computer Science Principles","Level:  Introductory","null","null"
"1633023376-2025","https://www.edx.org/learn","Psychology","https://www.edx.org/learn/psychology","AP® Psychology - Course
2: How the Brain Works…Schools and Partners: UBCx…Course","https://www.edx.org/course/ap-psychology-course-2-how-the-brain-works","University of British Columbia Logo","AP® Psychology - Course 2: How the Brain Works","Learn how your brain works and the basics of neuroscience, genetics and consciousness.","Estimated 5 weeks","8–12 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633025502-2833","https://www.edx.org/learn","Time Management","https://www.edx.org/learn/time-management","Humanities & Soft Skills…Schools and Partners: TecdeMonterreyX…MicroMasters® Program 6 Courses","https://www.edx.org/micromasters/tecdemonterreyx-humanities-and-soft-skills","null","null","null","null","null","null","null","null","Consolidate the skills that accelerate your career such as critical thinking, communication, negotiation and leadership, with a global vision and a digital mindset.","null","null"
"1633026444-3172","https://www.edx.org/learn","Computer Networking","https://www.edx.org/learn/computer-networking","Introduction to Cloud
Infrastructure
Technologies…Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/introduction-to-cloud-infrastructure-technologies","The Linux Foundation Logo","Introduction to Cloud Infrastructure Technologies","Learn the fundamentals of building and managing cloud technologies directly from The Linux Foundation, the leader in open source.","Estimated 14 weeks","3–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
