web-scraper-order,web-scraper-start-url,pagination,course_link,course_link-href,course_institution,course_category,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,video_transcript_language,course_level,verified_price,audit_price
"1632950023-344","https://www.edx.org/search?tab=course","","18th-Century Opera:
Handel & Mozart…Schools and Partners: HarvardX…Course","https://www.edx.org/course/18th-century-opera-handel-mozart?index=product&queryID=74dc1a7992a6e16d0ec5229bdc3c6d68&position=20","Harvard University Logo","Music Courses","18th-Century Opera: Handel & Mozart","Study Baroque and Classical opera through Handel’s Giulio Cesare and Mozart’s Don Giovanni","Estimated 5 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,839","Free"
"1632949906-294","https://www.edx.org/search?tab=course","","Lifestyle Medicine
Fundamentals…Schools and Partners: DoaneX…Course","https://www.edx.org/course/lifestyle-medicine-fundamentals?index=product&queryID=ccf8b7b5ee2697e8073793a9ff9d373d&position=22","Doane University Logo","Medicine Courses","Lifestyle Medicine Fundamentals","Learn key concepts of evidence-based lifestyle therapeutic approaches used to prevent and treat the root causes of lifestyle-related, chronic diseases.","Estimated 1 weeks","5–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950947-741","https://www.edx.org/search?tab=course","","Customer Relationship
Management…Schools and Partners: IIMBx…Course","https://www.edx.org/course/customer-relationship-management?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=7","Indian Institute of Management Bangalore Logo","Business & Management Courses","Customer Relationship Management","Learn to develop customer relationships through a deepened understanding of the concepts and best practices of CRM.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcripts:  English, हिन्दी","Level:  Intermediate","MX$3,044","Free"
"1632949661-189","https://www.edx.org/search?tab=course","","Reputation Management
in a Digital World…Schools and Partners: CurtinX…Course","https://www.edx.org/course/reputation-management-in-a-digital-world?index=product&queryID=5e91f000179e9414e780d0f7366c274a&position=7","Curtin University Logo","Communication Courses","Reputation Management in a Digital World","Learn how to develop, manage and protect an organisation’s online reputation through social media including Facebook and Twitter.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632949787-243","https://www.edx.org/search?tab=course","","Fondements de
l’économie sociale et
solidaire…Schools and Partners: LouvainX…Course","https://www.edx.org/course/fondements-de-leconomie-sociale-et-solidaire?index=product&queryID=ae1f24dc4a73cf4c0c8403f25b93f0c5&position=1","Université catholique de Louvain Logo","Social Sciences Courses","Fondements de l’économie sociale et solidaire","Devenez acteur de la transition. Apprenez à décoder la réalité économique de demain en maîtrisant les concepts-clés de l’économie sociale et solidaire et de l’entreprise sociale.","Estimated 12 weeks","2–3 hours per week","Self-paced","Language:  Français","Video Transcript:  Français","Level:  Intermediate","MX$2,022","Free"
"1632950922-730","https://www.edx.org/search?tab=course","","Design Thinking and
Creativity for Innovation…Schools and Partners: UQx…Course","https://www.edx.org/course/design-thinking-and-creativity-for-innovation?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=18","The University of Queensland Logo","Business & Management Courses","Design Thinking and Creativity for Innovation","Learn the fundamentals of how design thinking and creativity can be used to enable innovation.","Estimated 10 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632950805-679","https://www.edx.org/search?tab=course","","Cannabis Cultivation and
Processing…Schools and Partners: DoaneX…Course","https://www.edx.org/course/cannabis-cultivation-and-processing?index=product&queryID=7919520f96975d718a9c378389efa4ac&position=21","Doane University Logo","Environmental Studies Courses","Cannabis Cultivation and Processing","Investigate the cultivation and processing of cannabis, starting from seeds to a diversity of end products for a global market.","Estimated 3 weeks","5–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,656","Free"
"1632950860-703","https://www.edx.org/search?tab=course","","Solar Energy:
Photovoltaic (PV) Energy
Conversion…Schools and Partners: DelftX…Course","https://www.edx.org/course/solar-energy-photovoltaic-pv-energy-conversion?index=product&queryID=7e7d80c45cf53f1d222b98eab436b914&position=21","Delft University of Technology Logo","Engineering Courses","Solar Energy: Photovoltaic (PV) Energy Conversion","Learn how solar cells generate electricity, and about the semiconductor physics and optics required to design and manufacture solar cells.","Estimated 12 weeks","10–11 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$5,107","Free"
"1632951327-906","https://www.edx.org/search?tab=course","","Italian Language and
Culture: Intermediate
(2021-2022)…Schools and Partners: WellesleyX…Course","https://www.edx.org/course/italian-language-and-culture-intermediate-2021-2022?index=product&queryID=cbfdc94dedf4e82896a822d2fa1e50ca&position=10","Wellesley College Logo","Language Courses","Italian Language and Culture: Intermediate (2021-2022)","Improve your Italian language skills and expand your vocabulary while you learn about Italian art, literature and contemporary society.","Estimated 12 weeks","3–5 hours per week","Self-paced","Language:  Italiano","Video Transcript:  Italiano","Level:  Intermediate","MX$1,001","Free"
"1632950578-582","https://www.edx.org/search?tab=course","","'Talk to me': Improving
mental health and suicide
prevention in young adu……Schools and Partners: CurtinX…Course","https://www.edx.org/course/talk-to-me-improving-mental-health?index=product&queryID=9929f8e8319431aaf203c0cbe18a049a&position=22","Curtin University Logo","Health & Safety Courses","'Talk to me': Improving mental health and suicide prevention in young adults","As a student, parent, teacher, coach, or health professional, learn strategies to help improve the mental health of young people in your life, recognise concerning behaviours, and feel better prepared to have conversations about mental health.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951136-822","https://www.edx.org/search?tab=course","","Blockchain and FinTech:
Basics, Applications, and
Limitations…Schools and Partners: HKUx…Course","https://www.edx.org/course/blockchain-and-fintech-basics-applications-and-lim?index=product&queryID=fcbf47ce71df4d6e0c7e496bc97f020d&position=22","University of Hong Kong Logo","Computer Science Courses","Blockchain and FinTech: Basics, Applications, and Limitations","Understand the design rationale of blockchain technology, its emerging platforms and applications and uncover the limitations and the opportunities enabled by blockchain applications, particularly as it relates to finance.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcripts:  English, 中文","Level:  Introductory","MX$4,065","Free"
"1632950298-462","https://www.edx.org/search?tab=course","","Bases Matemáticas:
Derivadas…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/bases-matematicas-derivadas?index=product&queryID=0e3e294cbdeb6a13dd2e2a38cf0b604b&position=22","Universitat Politècnica de València Logo","Math Courses","Bases Matemáticas: Derivadas","Curso básico sobre funciones y sus derivadas, incluyendo sus aplicaciones a la resolución de problemas.","Estimated 5 weeks","3–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
"1632949630-176","https://www.edx.org/search?tab=course","","Foundations of Medical
Spanish…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/foundations-of-medical-spanish?index=product&queryID=5e91f000179e9414e780d0f7366c274a&position=20","Universidades Anáhuac Logo","Language Courses","Foundations of Medical Spanish","Enhance your communication skills as a doctor or healthcare professional with this introductory Spanish course to engage better with Latin and Hispanic patients.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$592","Free"
"1632951618-1033","https://www.edx.org/search?tab=course","","Preparing to Network in
English…Schools and Partners: UWashingtonX…Course","https://www.edx.org/course/preparing-to-network-in-english?index=product&queryID=02675bfcb9e25c57835d11177f39e4ed&position=3","University of Washington Logo","Language Courses","Preparing to Network in English","Learn the basics of networking while you grow your social network and professional connections. Practice speaking to improve your English language skills for increased success in job hunting.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951078-797","https://www.edx.org/search?tab=course","","Introduction to Java
Programming – Part 1…Schools and Partners: HKUSTx…Course","https://www.edx.org/course/introduction-to-java-programming-part-1?index=product&queryID=1df42272ef9562f12af536a3ee2933f6&position=23","The Hong Kong University of Science and Technology Logo","Computer Science Courses","Introduction to Java Programming – Part 1","Learn the fundamental elements of Java programming and data abstraction.","Estimated 5 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632951318-902","https://www.edx.org/search?tab=course","","Drug Discovery &
Medicinal Chemistry…Schools and Partners: DavidsonX…Course","https://www.edx.org/course/med-001?index=product&queryID=cbfdc94dedf4e82896a822d2fa1e50ca&position=14","Davidson College Logo","Medicine Courses","Drug Discovery & Medicinal Chemistry","Learn how scientists in drug development modify and test molecules to improve potency and reduce toxicity. Discover the criteria that regulatory agencies use to approve molecules that are shown to be both safe and effective as pharmaceuticals for the treatment and prevention of diseases.","Estimated 5 weeks","5–7 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632950363-490","https://www.edx.org/search?tab=course","","Understanding
Agribusiness, Value
Chains, and Consumers……Schools and Partners: AdelaideX…Course","https://www.edx.org/course/understanding-agribusiness-value-chains-and-consum?index=product&queryID=1d11827913c957b47d15978a06f0a94e&position=18","University of Adelaide Logo","Business & Management Courses","Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems","Learn about the dynamic business of food and agriculture, exploring value chain thinking and the role consumers play in our rapidly evolving food systems.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632950237-436","https://www.edx.org/search?tab=course","","Sustainable Packaging in
a Circular Economy…Schools and Partners: DelftX…Course","https://www.edx.org/course/sustainable-packaging-in-a-circular-economy?index=product&queryID=9b682a9c519d062608886b9ffaddb413&position=24","Delft University of Technology Logo","Design Courses","Sustainable Packaging in a Circular Economy","Learn how to apply the principles of the circular economy to sustainable packaging systems.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,021","Free"
"1632950130-390","https://www.edx.org/search?tab=course","","Advanced Cardiac
Imaging: Cardiac
Computed Tomography……Schools and Partners: HKUx…Course","https://www.edx.org/course/advanced-cardiac-imaging-cardiac-computed-tomograp?index=product&queryID=b74ad550fe6647ad50bac4d039c7f555&position=22","University of Hong Kong Logo","Medicine Courses","Advanced Cardiac Imaging: Cardiac Computed Tomography (CT)","First-ever cardiac CT MOOC! Learn essential knowledge for cardiac CT through short videos, downloadable cases & forums. Available in multiple languages and provides material to meet level 1 requirements in Cardiac CT.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcripts:  English, Français, 中文, 中文","Level:  Introductory","MX$3,044","Free"
"1632950202-421","https://www.edx.org/search?tab=course","","e-Learning on Digital
Agriculture…Schools and Partners: WBGx…Course","https://www.edx.org/course/e-learning-on-digital-agriculture?index=product&queryID=9b1bdd3225239f7c5ad2aabc24a49392&position=15","World Bank Group Logo","Environmental Studies Courses","e-Learning on Digital Agriculture","Agriculture is no exception to digital revolution, going beyond a simple adoption of Information and Communication Technologies (ICTs). According to ICRISAT, digital agriculture is defined as “ICT and data ecosystems to support the development and delivery of timely, targeted information and services to make farming profitable and sustainable while delivering safe nutritious and affordable food for all.”","Estimated 5 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$102","Free"
"1632951656-1049","https://www.edx.org/search?tab=course","","Product Management
Fundamentals…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/product-management-fundamentals?index=product&queryID=1934118950fddb70cac0ced23a0be8c4&position=11","The University of Maryland, College Park Logo","Business & Management Courses","Product Management Fundamentals","Understand the keys to successfully navigating the roles and responsibilities of being a product manager to champion change with internal and external collaborators and influencers","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632951853-1135","https://www.edx.org/search?tab=course","","Strategies for Online
Teaching and Learning…Schools and Partners: UBCx…Course","https://www.edx.org/course/strategies-for-teaching-online?index=product&queryID=dd537f4c87acfabd810a49df3db15962&position=21","University of British Columbia Logo","Education & Teacher Training Courses","Strategies for Online Teaching and Learning","Learn strategies for effective and engaging teaching and learning in an online course environment.","Estimated 3 weeks","5–7 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632950585-585","https://www.edx.org/search?tab=course","","Strategic Account
Management…Schools and Partners: QueensX…Course","https://www.edx.org/course/strategic-account-management?index=product&queryID=9929f8e8319431aaf203c0cbe18a049a&position=19","Queen’s University Logo","Business & Management Courses","Strategic Account Management","Learn the sought-after skills required to effectively maintain, retain and grow existing enterprise partnerships and customers.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951307-897","https://www.edx.org/search?tab=course","","American Government:
Constitutional
Foundations…Schools and Partners: HarvardX…Course","https://www.edx.org/course/american-government-constitutional-foundations?index=product&queryID=cbfdc94dedf4e82896a822d2fa1e50ca&position=19","Harvard University Logo","Social Sciences Courses","American Government: Constitutional Foundations","Learn how early American politics informed the U.S. Constitution and why its promise of liberty and equality has yet to be fully realized.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632949841-266","https://www.edx.org/search?tab=course","","Business Success in the
Screen Industries…Schools and Partners: UniversityofCambridge…Course","https://www.edx.org/course/business-success-in-the-screen-industries?index=product&queryID=192a412946850a3d631c8306167183f8&position=2","University of Cambridge Logo","Communication Courses","Business Success in the Screen Industries","Learn how to network in the creative industries, how pitch your film to a producer, and how to hold your own in a TV writers’ room. Acquire the basic skills for setting up your own production company and learn how to transform creative ideas into work of commercial value.","Estimated 4 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632950176-410","https://www.edx.org/search?tab=course","","Introduction to
Psychological Research
Methods…Schools and Partners: UQx…Course","https://www.edx.org/course/introduction-to-psychological-research-methods?index=product&queryID=b74ad550fe6647ad50bac4d039c7f555&position=2","The University of Queensland Logo","Humanities Courses","Introduction to Psychological Research Methods","Learn how to plan, conduct and analyze psychological research and effectively communicate the results.","Estimated 7 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632951452-961","https://www.edx.org/search?tab=course","","Introduction to Cloud
Infrastructure
Technologies…Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/introduction-to-cloud-infrastructure-technologies?index=product&queryID=ad47dbf4472c85c4bef290d1aab552fb&position=3","The Linux Foundation Logo","Computer Science Courses","Introduction to Cloud Infrastructure Technologies","Learn the fundamentals of building and managing cloud technologies directly from The Linux Foundation, the leader in open source.","Estimated 14 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632950100-377","https://www.edx.org/search?tab=course","","Quantitative Marketing
Research…Schools and Partners: IIMBx…Course","https://www.edx.org/course/quantitative-marketing-research?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=11","Indian Institute of Management Bangalore Logo","Business & Management Courses","Quantitative Marketing Research","Learn how to design a quantitative market research project, and implement specific methods, interpret data and come up with marketing decisions.","Estimated 5 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951259-876","https://www.edx.org/search?tab=course","","Scripting with Python…Schools and Partners: SNHUx…Course","https://www.edx.org/course/scripting-with-python?index=product&queryID=3e0181f7523936256411e9833fd85304&position=16","Southern New Hampshire University Logo","Computer Science Courses","Scripting with Python","Explore fundamental programming with hands-on activities that help you build applications using Python.","Estimated 16 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$10,172","Free"
"1632951218-858","https://www.edx.org/search?tab=course","","HTML5 Coding Essentials
and Best Practices…Schools and Partners: W3Cx…Course","https://www.edx.org/course/html5-coding-essentials-and-best-practices?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=10","The World Wide Web Consortium (W3C) Logo","Computer Science Courses","HTML5 Coding Essentials and Best Practices","Learn how to write Web pages and Web sites by mastering HTML5 coding techniques and best practices.","Estimated 6 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632951302-895","https://www.edx.org/search?tab=course","","Introduction to Aerospace
Structures and Materials…Schools and Partners: DelftX…Course","https://www.edx.org/course/introduction-to-aerospace-structures-and-materials?index=product&queryID=cbfdc94dedf4e82896a822d2fa1e50ca&position=21","Delft University of Technology Logo","Engineering Courses","Introduction to Aerospace Structures and Materials","Explore the structural and material design of aircraft and spacecraft from the viewpoint of an aerospace engineer.","Estimated 8 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,839","Free"
"1632950533-563","https://www.edx.org/search?tab=course","","First Nights - Beethoven's
9th Symphony and the
19th Century Orchestra…Schools and Partners: HarvardX…Course","https://www.edx.org/course/first-nights-beethovens-9th-symphony-and-the-19th?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=17","Harvard University Logo","Humanities Courses","First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra","Learn about Beethoven’s monumental 9th Symphony and forms of orchestral music.","Estimated 3 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632949588-159","https://www.edx.org/search?tab=course","","Computational
Neuroscience: Neuronal
Dynamics of Cognition…Schools and Partners: EPFLx…Course","https://www.edx.org/course/computational-neuroscience-neuronal-dynamics-of-co?index=product&queryID=7122e2c10a9a57915540b91026799276&position=13","École polytechnique fédérale de Lausanne Logo","Biology & Life Sciences Courses","Computational Neuroscience: Neuronal Dynamics of Cognition","This course explains the mathematical and computational models that are used in the field of theoretical neuroscience to analyze the collective dynamics of thousands of interacting neurons.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$2,839","Free"
"1632950417-513","https://www.edx.org/search?tab=course","","Data Science and
Machine Learning
Capstone Project…Schools and Partners: IBM…Course","https://www.edx.org/course/data-science-and-machine-learning-capstone-project?index=product&queryID=5d4964a085b44384ad64e9dcc82d8d3b&position=19","IBM Logo","Data Analysis & Statistics Courses","Data Science and Machine Learning Capstone Project","Create a project that you can use to showcase your Data Science skills to prospective employers. Apply various data science and machine learning techniques to analyze and visualize a data set involving a real life business scenario and build a predictive model.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$3,044","Free"
"1632949607-167","https://www.edx.org/search?tab=course","","Design in Healthcare:
Using Patient Journey
Mapping…Schools and Partners: DelftX…Course","https://www.edx.org/course/design-in-healthcare-using-patient-journey-mapping?index=product&queryID=7122e2c10a9a57915540b91026799276&position=5","Delft University of Technology Logo","Design Courses","Design in Healthcare: Using Patient Journey Mapping","Learn about the Patient Journey Mapping method for innovative product and service design in healthcare.","Estimated 8 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,635","Free"
"1632949920-300","https://www.edx.org/search?tab=course","","Trasplante de órganos:
desafíos éticos y jurídicos…Schools and Partners: UAMx…Course","https://www.edx.org/course/trasplante-de-organos-desafios-eticos-y-juridicos?index=product&queryID=ccf8b7b5ee2697e8073793a9ff9d373d&position=16","Universidad Autónoma de Madrid Logo","Medicine Courses","Trasplante de órganos: desafíos éticos y jurídicos","En este curso analizaremos algunos interrogantes éticos y jurídicos que suscita el trasplante de órganos.","Estimated 9 weeks","4–6 hours per week","Self-paced","Language:  Español","Video Transcripts:  English, Español","Level:  Intermediate","MX$592","Free"
"1632950927-732","https://www.edx.org/search?tab=course","","The Einstein Revolution…Schools and Partners: HarvardX…Course","https://www.edx.org/course/the-einstein-revolution?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=16","Harvard University Logo","Humanities Courses","The Einstein Revolution","Traces Albert Einstein’s engagement with relativity, quantum mechanics, Nazism, nuclear weapons, philosophy, the arts, and technology.","Estimated 14 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632950000-334","https://www.edx.org/search?tab=course","","GIS Image Analysis in
ArcGIS Pro…Schools and Partners: AlaskaX…Course","https://www.edx.org/course/gis-image-analysis?index=product&queryID=0943cf96cbee1f81beaaf29e25ea0e4b&position=6","University of Alaska Fairbanks Logo","Data Analysis & Statistics Courses","GIS Image Analysis in ArcGIS Pro","Learn fundamentals of remote sensing, image analysis, image processing and its application to real-world problems such as changing water bodies, vegetation health, and wildfire severity.","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$3,044","Free"
"1632951080-798","https://www.edx.org/search?tab=course","","Hollywood: History,
Industry, Art…Schools and Partners: PennX…Course","https://www.edx.org/course/hollywood-history-industry-art?index=product&queryID=1df42272ef9562f12af536a3ee2933f6&position=22","University of Pennsylvania Logo","Communication Courses","Hollywood: History, Industry, Art","null","Estimated 4 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632949714-212","https://www.edx.org/search?tab=course","","Electronic, Optical, and
Magnetic Properties of
Materials…Schools and Partners: MITx…Course","https://www.edx.org/course/electronic-optical-and-magnetic-properties-of-mate?index=product&queryID=092a10a6fcf24251b7ea263b69c494f5&position=8","Massachusetts Institute of Technology Logo","Engineering Courses","Electronic, Optical, and Magnetic Properties of Materials","Discover the physical principles behind diodes, light-emitting devices, and memories.","Estimated 15 weeks","11–13 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$3,064","Free"
"1632949848-269","https://www.edx.org/search?tab=course","","Sustainable Soil
Management: Soil for life…Schools and Partners: WageningenX…Course","https://www.edx.org/course/sustainable-soil-management-soil-for-life?index=product&queryID=8dd17a2faf6f2f1aac3fb39dc7923c16&position=23","Wageningen University & Research Logo","Environmental Studies Courses","Sustainable Soil Management: Soil for life","Learn why soil is so important, how it's being threatened and what we can do to protect this natural resource so vital to our lives.","Estimated 7 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632950844-696","https://www.edx.org/search?tab=course","","Introduction to Animal
Behaviour…Schools and Partners: WageningenX…Course","https://www.edx.org/course/introduction-to-animal-behaviour?index=product&queryID=7919520f96975d718a9c378389efa4ac&position=4","Wageningen University & Research Logo","Biology & Life Sciences Courses","Introduction to Animal Behaviour","Explore the amazing range and complexity of wild animal behaviour. Discover how animals learn, communicate, find food, avoid predators, and interact socially.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632950487-543","https://www.edx.org/search?tab=course","","Brand Management…Schools and Partners: IIMBx…Course","https://www.edx.org/course/brand-management?index=product&queryID=d27404c1b23a616b842bdc2423a089c9&position=13","Indian Institute of Management Bangalore Logo","Business & Management Courses","Brand Management","Key brand management terminology and principles are demystified in this course.","Estimated 5 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950550-570","https://www.edx.org/search?tab=course","","Introducción a la
programación en C: Tipos
de datos y estructuras…Schools and Partners: UAMx…Course","https://www.edx.org/course/introduccion-a-la-programacion-en-c-tipos-de-datos?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=10","Universidad Autónoma de Madrid Logo","Computer Science Courses","Introducción a la programación en C: Tipos de datos y estructuras","Aprende a programar en C, uno de los lenguajes de programación más usados. En este curso en línea adquirirás los conocimientos necesarios para comenzar a convertirte en un experto en C.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
"1632951378-928","https://www.edx.org/search?tab=course","","Modern Masterpieces of
World Literature…Schools and Partners: HarvardX…Course","https://www.edx.org/course/modern-masterpieces-of-world-literature?index=product&queryID=d184b84006430da4466eda0004fec3a8&position=12","Harvard University Logo","Literature Courses","Modern Masterpieces of World Literature","Examine how great modern writers capture the intricacies of our globalized world and how their works circulate within that world to find their own audiences.","Estimated 8 weeks","3–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,839","Free"
"1632949895-289","https://www.edx.org/search?tab=course","","Diagramas UML
estructurales para la
Ingeniería del Software…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/diagramas-uml-estructurales-para-la-ingenieria-del?index=product&queryID=8dd17a2faf6f2f1aac3fb39dc7923c16&position=3","Universitat Politècnica de València Logo","Computer Science Courses","Diagramas UML estructurales para la Ingeniería del Software","En la era de la información el desarrollo de software de calidad es un factor esencial. Desarrollar software de calidad implica conocer los modelos que dan lugar a dicho software.UMLes un estándar que permite abordar ese problemaen todos sus niveles.","Estimated 5 weeks","3–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,021","Free"
"1632949890-287","https://www.edx.org/search?tab=course","","English for Doing
Business in Asia –
Speaking…Schools and Partners: HKUSTx…Course","https://www.edx.org/course/english-for-doing-business-in-asia-speaking?index=product&queryID=8dd17a2faf6f2f1aac3fb39dc7923c16&position=5","The Hong Kong University of Science and Technology Logo","Humanities Courses","English for Doing Business in Asia – Speaking","Introducing strategies for developing your spoken English communication skills in the context of doing business in Asia.","Estimated 7 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,226","Free"
"1632951211-855","https://www.edx.org/search?tab=course","","Upper-Intermediate
English: Business and
Globalization…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/upper-intermediate-english-globalization?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=13","Universitat Politècnica de València Logo","Language Courses","Upper-Intermediate English: Business and Globalization","Learn how to write letters, use appropriate verbal tenses and enhance your English vocabulary and grammar, all within the context of globalization.","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,021","Free"
"1632950785-670","https://www.edx.org/search?tab=course","","Human Anatomy for
Stroke…Schools and Partners: HKPolyUx…Course","https://www.edx.org/course/human-anatomy?index=product&queryID=ea853da487bde7df7819f19efd0883d9&position=6","The Hong Kong Polytechnic University Logo","Medicine Courses","Human Anatomy for Stroke","The first MOOC to teach Human Anatomy from multiple healthcare professional perspectives through a case-based study of stroke.","Estimated 8 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,839","Free"
"1632950456-530","https://www.edx.org/search?tab=course","","Vocal Recording
Technology…Schools and Partners: BerkleeX…Course","https://www.edx.org/course/berkleex-vocal-recording-technology?index=product&queryID=5d4964a085b44384ad64e9dcc82d8d3b&position=2","Berklee College of Music Logo","Engineering Courses","Vocal Recording Technology","Explore emerging innovations in vocal production, audio engineering, recording, and mixing.","Estimated 6 weeks","5–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632951776-1101","https://www.edx.org/search?tab=course","","Analyzing and Visualizing
Data with Power BI…Schools and Partners: DavidsonX…Course","https://www.edx.org/course/data-analysis-in-power-bi?index=product&queryID=6789946f99b7b8efc6056c71dcc1512c&position=7","Davidson College Logo","Data Analysis & Statistics Courses","Analyzing and Visualizing Data with Power BI","Step up your analytics game and learn one of the most in-demand job skills in the United States.","Estimated 4 weeks","10–20 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
